customer_code,register_date,total_price,group_code,segment_code,last_purchase_date,is_churn,item_total_price,discount
0,2008-09-23 00:00:00+00:00,4721.62,0,0,2018-06-08 00:00:00+00:00,0.0,5844.5,1
0,2009-05-06 00:00:00+00:00,2429.67,0,0,2018-06-08 00:00:00+00:00,0.0,2983.96,1
0,2009-08-05 00:00:00+00:00,3.0,0,0,2018-06-08 00:00:00+00:00,0.0,3.0,0
0,2010-04-30 00:00:00+00:00,35.0,0,0,2018-06-08 00:00:00+00:00,0.0,35.0,0
0,2010-08-24 00:00:00+00:00,4927.38,0,0,2018-06-08 00:00:00+00:00,0.0,5814.45,1
0,2011-04-08 00:00:00+00:00,5900.81,0,0,2018-06-08 00:00:00+00:00,0.0,6971.55,1
0,2012-07-12 00:00:00+00:00,4509.91,0,0,2018-06-08 00:00:00+00:00,0.0,5320.63,1
0,2014-04-18 00:00:00+00:00,4546.74,0,0,2018-06-08 00:00:00+00:00,0.0,5389.86,1
0,2014-11-21 00:00:00+00:00,2556.51,0,0,2018-06-08 00:00:00+00:00,0.0,2783.48,1
0,2015-06-22 00:00:00+00:00,5959.79,0,0,2018-06-08 00:00:00+00:00,0.0,6561.32,1
0,2015-09-25 00:00:00+00:00,2619.98,0,0,2018-06-08 00:00:00+00:00,0.0,2812.47,1
0,2016-01-13 00:00:00+00:00,4467.68,0,0,2018-06-08 00:00:00+00:00,0.0,4938.3,1
0,2016-05-13 00:00:00+00:00,4479.68,0,0,2018-06-08 00:00:00+00:00,0.0,4982.05,1
0,2016-10-07 00:00:00+00:00,3333.66,0,0,2018-06-08 00:00:00+00:00,0.0,3735.06,1
0,2017-01-13 00:00:00+00:00,6116.41,0,0,2018-06-08 00:00:00+00:00,0.0,6660.16,1
0,2017-04-07 00:00:00+00:00,6180.12,0,0,2018-06-08 00:00:00+00:00,0.0,6777.05,1
0,2017-08-11 00:00:00+00:00,3800.84,0,0,2018-06-08 00:00:00+00:00,0.0,4228.44,1
0,2018-01-24 00:00:00+00:00,3452.57,0,0,2018-06-08 00:00:00+00:00,0.0,3868.1,1
0,2018-06-08 00:00:00+00:00,4173.74,0,0,2018-06-08 00:00:00+00:00,0.0,4613.29,1
1,2008-02-26 00:00:00+00:00,3182.6,0,0,2018-03-12 00:00:00+00:00,0.0,3413.82,1
1,2008-04-15 00:00:00+00:00,988.18,0,0,2018-03-12 00:00:00+00:00,0.0,1063.92,1
1,2008-08-22 00:00:00+00:00,3306.93,0,0,2018-03-12 00:00:00+00:00,0.0,3564.1,1
1,2009-01-29 00:00:00+00:00,3473.95,0,0,2018-03-12 00:00:00+00:00,0.0,3722.35,1
1,2009-04-27 00:00:00+00:00,1275.52,0,0,2018-03-12 00:00:00+00:00,0.0,1330.4099999999999,1
1,2009-06-08 00:00:00+00:00,2454.9,0,0,2018-03-12 00:00:00+00:00,0.0,2523.47,1
1,2009-09-23 00:00:00+00:00,1195.54,0,0,2018-03-12 00:00:00+00:00,0.0,1217.92,1
1,2009-11-17 00:00:00+00:00,2598.7,0,0,2018-03-12 00:00:00+00:00,0.0,2646.73,1
1,2010-03-09 00:00:00+00:00,3185.42,0,0,2018-03-12 00:00:00+00:00,0.0,3214.77,1
1,2010-03-11 00:00:00+00:00,3166.57,0,0,2018-03-12 00:00:00+00:00,0.0,3195.92,1
1,2010-05-04 00:00:00+00:00,1020.84,0,0,2018-03-12 00:00:00+00:00,0.0,1020.84,0
1,2010-07-26 00:00:00+00:00,1181.09,0,0,2018-03-12 00:00:00+00:00,0.0,1187.5,1
1,2010-09-02 00:00:00+00:00,1575.84,0,0,2018-03-12 00:00:00+00:00,0.0,1599.81,1
1,2011-01-13 00:00:00+00:00,3612.83,0,0,2018-03-12 00:00:00+00:00,0.0,3637.72,1
1,2011-05-31 00:00:00+00:00,2559.87,0,0,2018-03-12 00:00:00+00:00,0.0,2574.76,1
1,2011-09-14 00:00:00+00:00,1902.09,0,0,2018-03-12 00:00:00+00:00,0.0,2192.65,1
1,2011-11-17 00:00:00+00:00,1238.57,0,0,2018-03-12 00:00:00+00:00,0.0,1389.08,1
1,2012-01-27 00:00:00+00:00,1859.73,0,0,2018-03-12 00:00:00+00:00,0.0,2085.74,1
1,2012-04-13 00:00:00+00:00,2058.75,0,0,2018-03-12 00:00:00+00:00,0.0,2324.14,1
1,2012-06-13 00:00:00+00:00,2133.66,0,0,2018-03-12 00:00:00+00:00,0.0,2425.76,1
1,2012-08-29 00:00:00+00:00,1002.3,0,0,2018-03-12 00:00:00+00:00,0.0,1145.53,1
1,2012-11-26 00:00:00+00:00,994.54,0,0,2018-03-12 00:00:00+00:00,0.0,1191.46,1
1,2013-02-04 00:00:00+00:00,3058.51,0,0,2018-03-12 00:00:00+00:00,0.0,3421.09,1
1,2013-04-30 00:00:00+00:00,1080.77,0,0,2018-03-12 00:00:00+00:00,0.0,1212.1100000000001,1
1,2013-07-09 00:00:00+00:00,1095.52,0,0,2018-03-12 00:00:00+00:00,0.0,1245.51,1
1,2013-09-25 00:00:00+00:00,1338.84,0,0,2018-03-12 00:00:00+00:00,0.0,1510.02,1
1,2013-11-27 00:00:00+00:00,2270.52,0,0,2018-03-12 00:00:00+00:00,0.0,2546.49,1
1,2014-02-28 00:00:00+00:00,509.21,0,0,2018-03-12 00:00:00+00:00,0.0,595.59,1
1,2014-04-29 00:00:00+00:00,2241.53,0,0,2018-03-12 00:00:00+00:00,0.0,2539.52,1
1,2014-07-11 00:00:00+00:00,1922.94,0,0,2018-03-12 00:00:00+00:00,0.0,2199.22,1
1,2014-10-21 00:00:00+00:00,2319.6,0,0,2018-03-12 00:00:00+00:00,0.0,2703.32,1
1,2015-02-27 00:00:00+00:00,2715.73,0,0,2018-03-12 00:00:00+00:00,0.0,3022.84,1
1,2015-06-08 00:00:00+00:00,1848.3,0,0,2018-03-12 00:00:00+00:00,0.0,2072.9,1
1,2015-12-01 00:00:00+00:00,2308.24,0,0,2018-03-12 00:00:00+00:00,0.0,2564.11,1
1,2016-03-29 00:00:00+00:00,1198.51,0,0,2018-03-12 00:00:00+00:00,0.0,1364.9,1
1,2016-05-30 00:00:00+00:00,1057.44,0,0,2018-03-12 00:00:00+00:00,0.0,1181.34,1
1,2016-08-30 00:00:00+00:00,2217.88,0,0,2018-03-12 00:00:00+00:00,0.0,2525.79,1
1,2017-01-30 00:00:00+00:00,1554.44,0,0,2018-03-12 00:00:00+00:00,0.0,1770.27,1
1,2017-04-11 00:00:00+00:00,1910.14,0,0,2018-03-12 00:00:00+00:00,0.0,2175.33,1
1,2017-07-20 00:00:00+00:00,2488.87,0,0,2018-03-12 00:00:00+00:00,0.0,2834.43,1
1,2017-11-27 00:00:00+00:00,2650.97,0,0,2018-03-12 00:00:00+00:00,0.0,3005.09,1
1,2018-03-12 00:00:00+00:00,1479.36,0,0,2018-03-12 00:00:00+00:00,0.0,1684.75,1
2,2008-01-22 00:00:00+00:00,2596.35,0,0,2018-06-28 00:00:00+00:00,0.0,2726.16,1
2,2008-03-28 00:00:00+00:00,1732.9,0,0,2018-06-28 00:00:00+00:00,0.0,1819.55,1
2,2008-07-30 00:00:00+00:00,2019.1,0,0,2018-06-28 00:00:00+00:00,0.0,2151.1,1
2,2008-10-22 00:00:00+00:00,1829.82,0,0,2018-06-28 00:00:00+00:00,0.0,1921.3100000000002,1
2,2009-01-16 00:00:00+00:00,1638.38,0,0,2018-06-28 00:00:00+00:00,0.0,1720.31,1
2,2009-05-10 00:00:00+00:00,2363.52,0,0,2018-06-28 00:00:00+00:00,0.0,2481.71,1
2,2009-07-15 00:00:00+00:00,1602.44,0,0,2018-06-28 00:00:00+00:00,0.0,1602.44,0
2,2009-10-27 00:00:00+00:00,2750.54,0,0,2018-06-28 00:00:00+00:00,0.0,2750.54,0
2,2010-03-24 00:00:00+00:00,4143.52,0,0,2018-06-28 00:00:00+00:00,0.0,4143.52,0
2,2010-06-30 00:00:00+00:00,1923.38,0,0,2018-06-28 00:00:00+00:00,0.0,1923.38,0
2,2010-09-10 00:00:00+00:00,1209.25,0,0,2018-06-28 00:00:00+00:00,0.0,1209.25,0
2,2010-11-04 00:00:00+00:00,1996.07,0,0,2018-06-28 00:00:00+00:00,0.0,1996.0700000000002,0
2,2011-02-16 00:00:00+00:00,3510.27,0,0,2018-06-28 00:00:00+00:00,0.0,3510.27,0
2,2011-03-31 00:00:00+00:00,2229.66,0,0,2018-06-28 00:00:00+00:00,0.0,2229.66,0
2,2011-07-22 00:00:00+00:00,845.65,0,0,2018-06-28 00:00:00+00:00,0.0,845.65,0
2,2011-10-27 00:00:00+00:00,1011.75,0,0,2018-06-28 00:00:00+00:00,0.0,1011.75,0
2,2011-12-10 00:00:00+00:00,2014.4,0,0,2018-06-28 00:00:00+00:00,0.0,2014.3999999999999,0
2,2012-03-15 00:00:00+00:00,3410.45,0,0,2018-06-28 00:00:00+00:00,0.0,3410.45,0
2,2012-07-11 00:00:00+00:00,2534.53,0,0,2018-06-28 00:00:00+00:00,0.0,2534.53,0
2,2013-01-21 00:00:00+00:00,2909.78,0,0,2018-06-28 00:00:00+00:00,0.0,2909.7799999999997,0
2,2013-03-26 00:00:00+00:00,1635.07,0,0,2018-06-28 00:00:00+00:00,0.0,1635.07,0
2,2013-06-11 00:00:00+00:00,1859.5,0,0,2018-06-28 00:00:00+00:00,0.0,1859.5,0
2,2013-10-29 00:00:00+00:00,3053.01,0,0,2018-06-28 00:00:00+00:00,0.0,3053.01,0
2,2014-01-05 00:00:00+00:00,2501.17,0,0,2018-06-28 00:00:00+00:00,0.0,2501.17,0
2,2014-07-21 00:00:00+00:00,2847.46,0,0,2018-06-28 00:00:00+00:00,0.0,2847.46,0
2,2014-11-28 00:00:00+00:00,1941.93,0,0,2018-06-28 00:00:00+00:00,0.0,1941.9299999999998,0
2,2015-03-30 00:00:00+00:00,5727.24,0,0,2018-06-28 00:00:00+00:00,0.0,5727.24,0
2,2015-06-12 00:00:00+00:00,2320.91,0,0,2018-06-28 00:00:00+00:00,0.0,2320.91,0
2,2015-10-30 00:00:00+00:00,5552.64,0,0,2018-06-28 00:00:00+00:00,0.0,5552.639999999999,0
2,2016-02-24 00:00:00+00:00,3769.63,0,0,2018-06-28 00:00:00+00:00,0.0,3769.63,0
2,2016-06-14 00:00:00+00:00,3468.49,0,0,2018-06-28 00:00:00+00:00,0.0,3468.4900000000002,0
